id,Name,ext_name,force,Legion,belong,location,identity,loyalty,Merit,command,battlebility,intelligence,politics,charm,five_circles,spearman,Halberd,crossbowmen,cavalry,weapon,Navy,Strong_ID,icon,gender,phase,stunt,stunt_combo,Stunt_description,power_level_1,Level_2,Level_3,Level_4,Level_5,Level_6,debut_year,birth_year,death_year
258,冉闵,永曾,石勒,石勒,平原,平原,一般,120,2000,85,115,62,39,66,367,极,极,精,精,熟,初,0,1404,男,138,鬥神,41-鬥神,枪兵战法与戟兵战法施展成功时会心一击,,,,,,,150,130,229
259,荀攸,公达,曹操,曹操,许昌,许昌,一般,120,2000,53,26,95,83,84,341,熟,熟,初,初,初,初,0,157,男,26,百出,64-百出,部队计略的消费气力变为１,,,,,,,165,145,244
260,刘宣,士则,刘渊,刘渊,晋阳,晋阳,一般,120,2000,30,52,80,79,71,312,初,初,初,熟,初,初,1,1195,男,139,特技255,,,,,,,,,150,130,229
261,陈安,,,,晋阳,晋阳,未发现,0,0,68,86,21,16,79,270,初,初,熟,初,熟,初,2,1199,男,144,乱战,15-乱战,於森林中攻击时施展会心一击,,,,,,,150,130,229
262,蒋琬,公琰,,,永安,永安,未发现,0,0,63,28,73,83,72,319,初,熟,熟,初,精,熟,3,92,男,77,特技255,,,,,,,,,150,130,229
263,锺会,士季,,,许昌,许昌,未发现,0,0,70,52,81,74,55,332,熟,熟,精,初,精,初,0,93,男,22,秘计,59-秘计,对智力比自己高的敌方部队施展部队计略成功时会心一击,,,,,,,150,130,229
264,慕容廆,,慕容廆,慕容廆,襄平,襄平,君主,120,2000,69,75,73,82,84,383,熟,熟,熟,精,初,初,2,1405,男,5,亲乌,91-亲乌,所属都市的领内不会出现異族「乌丸」的根据地,,,,,,,150,130,229
265,慕容皝,元真,慕容廆,慕容廆,襄平,襄平,一般,120,2000,76,70,79,84,70,379,精,熟,熟,精,精,熟,2,1406,男,5,特技255,,,,,,,,,165,146,244
266,姚广孝,斯道,朱元璋,朱元璋,建业,建业,一般,120,2000,49,48,107,84,59,347,初,初,熟,初,初,初,0,1396,男,94,鬼谋,65-鬼谋,增广１区格可施展部队计略的範围,,,,,,,150,130,229
267,慕容翰,元邕,慕容廆,慕容廆,襄平,襄平,一般,120,2000,84,88,68,64,76,380,精,精,极,极,初,初,2,1407,男,5,白马,25-白马,未研究技巧「骑射」时也可施展骑射；骑射可施展会心一击,,,,,,,165,145,244
268,侯瑱,伯玉,,,零陵,零陵,未发现,0,0,74,82,51,43,45,295,熟,熟,精,初,熟,极,3,1408,男,111,特技255,,,,,,,,,150,130,229
269,慕容恪,玄恭,慕容廆,慕容廆,襄平,襄平,一般,120,2000,93,81,88,91,96,449,极,精,精,极,精,初,0,1874,男,5,连环,66-连环,部队计略成功时，与对象部队邻接的部队也会遭受计略波及,,,,,,,180,161,259
270,慕容垂,道明,慕容廆,慕容廆,襄平,襄平,一般,120,2000,95,90,91,69,81,426,极,精,极,极,熟,初,1,2050,男,5,深谋,67-深谋,部队计略成功时施展会心一击,,,,,,,180,162,259
271,慕容德,玄明,慕容廆,慕容廆,襄平,襄平,一般,120,2000,74,66,80,70,78,368,熟,熟,熟,精,熟,初,1,1411,男,5,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,180,163,259
272,韩琦,稚圭,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,75,55,84,93,82,389,精,精,精,初,初,初,0,1417,男,64,屯田,78-屯田,所属於关所、港口时，士兵不会消费兵粮,,,,,,,150,130,229
273,富弼,彦国,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,57,56,82,85,91,371,初,熟,熟,初,初,初,1,1781,男,64,论客,86-论客,於同盟、停战协定、交换俘虏时容易进入舌战,,,,,,,150,130,229
274,慕容隆,,慕容廆,慕容廆,襄平,襄平,一般,120,2000,75,75,64,65,60,339,精,熟,熟,精,熟,初,2,1412,男,5,特技255,,,,,,,,,195,177,274
275,慕容农,,慕容廆,慕容廆,襄平,襄平,一般,120,2000,78,76,63,59,63,339,精,初,熟,极,精,初,2,1413,男,5,特技255,,,,,,,,,195,178,274
276,郦食其,,刘邦,刘邦,成都,成都,一般,120,2000,11,55,83,68,56,273,初,初,初,初,初,初,1,1869,男,73,论客,86-论客,於同盟、停战协定、交换俘虏时容易进入舌战,,,,,,,150,130,229
277,冼英,,,,零陵,零陵,未发现,0,0,67,65,81,82,98,393,精,熟,熟,初,熟,精,1,1414,女,115,亲越,93-亲越,所属都市的领内不会出现異族「山越」的根据地,,,,,,,150,130,229
278,裴嶷,文冀,,,襄平,襄平,未发现,0,0,68,45,81,81,65,340,初,初,熟,熟,熟,初,2,1415,男,9,安民,136-安民,攻破敌方城池后可保留全部内政设施,,,,,,,150,130,229
279,封弈,,,,襄平,襄平,未发现,0,0,71,63,70,66,61,331,精,熟,初,精,精,初,2,1418,男,7,扫荡,9-扫荡,被攻击的敌方部队气力减少（小）,,,,,,,150,130,229
280,扬雄,子雲,,,成都,成都,未发现,0,0,22,29,76,81,78,286,初,初,初,初,初,初,3,1872,男,72,精妙,20-精妙,击破敌方部队时所获得的技巧点数增为２倍,,,,,,,150,130,229
281,阳骛,士秋,,,襄平,襄平,未发现,0,0,60,48,83,86,77,354,熟,熟,熟,熟,精,初,3,1638,男,7,搬运,7-搬运,增加输送部队的移动力,,,,,,,150,130,229
282,诸葛瑾,子瑜,,,长沙,长沙,未发现,0,0,64,44,75,80,85,348,初,熟,精,初,初,精,3,46,男,123,掎角,18-掎角,施展齐攻时，有50％的機率让对方陷入混乱,,,,,,,150,130,229
283,皇甫真,楚季,,,襄平,襄平,未发现,0,0,67,50,87,77,64,345,精,精,熟,熟,熟,初,3,1419,男,8,料敌,132-料敌,敌方部队所施展部队计略成功的几率大幅降低,,,,,,,150,130,229
284,姚弋仲,,姚弋仲,姚弋仲,天水,天水,君主,120,2000,75,80,56,58,76,345,熟,熟,极,精,初,初,1,1421,男,135,繁殖,81-繁殖,增加生产军马之兵装时的产量,,,,,,,150,130,229
285,姚襄,景国,姚弋仲,姚弋仲,天水,天水,一般,120,2000,72,85,67,75,92,391,熟,熟,精,精,精,熟,1,1422,男,135,名声,79-名声,增加徵兵时的士兵数,,,,,,,165,145,244
286,姚苌,景茂,姚弋仲,姚弋仲,天水,天水,一般,120,2000,71,62,89,71,52,345,精,熟,熟,精,精,初,1,1423,男,135,反计,68-反计,若识破部队计略，就可对其施展同样的计略,,,,,,,165,146,244
287,权翼,,姚弋仲,姚弋仲,天水,天水,一般,120,2000,51,45,85,86,63,330,初,初,初,初,熟,初,1,1424,男,132,看破,60-看破,必定可识破智力比自己低的敌方部队所施展部队计略,,,,,,,150,130,229
288,尹纬,景亮,姚弋仲,姚弋仲,天水,天水,一般,120,2000,73,67,87,79,68,374,精,精,熟,熟,熟,初,2,1425,男,132,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,150,130,229
289,诸葛亮,孔明,刘备,刘备,永安,永安,一般,120,2000,93,36,100,108,103,440,精,精,极,熟,神,精,0,45,男,75,特技150,,,,,,,,,150,131,229
290,徐晃,公明,曹操,曹操,许昌,许昌,一般,120,2000,85,85,64,50,71,355,精,精,熟,极,熟,初,0,130,男,23,长驱,3-长驱,增加骑兵部队的移动力,,,,,,,150,130,229
291,姚兴,子略,姚弋仲,姚弋仲,天水,天水,一般,120,2000,76,66,64,80,70,356,熟,精,熟,精,精,初,1,1400,男,135,祈願,98-祈願,所属都市容易出现豐收,,,,,,,180,161,259
292,乞伏乾归,,,,天水,天水,未发现,0,0,72,79,73,52,74,350,精,初,精,精,初,初,2,1426,男,138,亲羌,92-亲羌,所属都市的领内不会出现異族「羌族」的根据地,,,,,,,150,130,229
293,张玉,世美,朱元璋,朱元璋,建业,建业,一般,120,2000,77,79,76,55,61,348,精,精,熟,精,熟,初,1,2035,男,93,血路,33-血路,就算部队溃灭，同部队的武将也不会被俘虏,,,,,,,150,130,229
294,吕夷简,坦夫,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,30,24,86,87,60,287,初,初,初,初,初,初,3,1834,男,62,能吏,80-能吏,增加生产枪、戟、弩之兵装时的产量,,,,,,,165,145,244
295,沮渠蒙逊,,,,天水,天水,未发现,0,0,77,72,91,71,50,361,精,精,精,极,精,初,2,1427,男,139,诡计,56-诡计,对智力比自己低的敌方部队施展部队计略「内讧」时，必定会成功,,,,,,,150,130,229
296,秃发褥檀,,,,天水,天水,未发现,0,0,71,67,78,73,84,373,熟,初,熟,精,熟,初,2,1428,男,136,清谈,147-清谈,登用无归属武将失败时进入舌战,,,,,,,150,130,229
297,王买德,,,,天水,天水,未发现,0,0,47,39,93,78,47,304,初,熟,初,熟,熟,初,1,1429,男,137,機智,55-機智,对智力比自己低的敌方部队施展部队计略「擾乱」时，必定会成功,,,,,,,150,130,229
298,李暠,玄盛,,,天水,天水,未发现,0,0,64,55,72,82,87,360,熟,熟,熟,熟,熟,初,2,1435,男,130,屯田,78-屯田,所属於关所、港口时，士兵不会消费兵粮,,,,,,,150,130,229
299,赫连勃勃,屈孑,,,天水,天水,未发现,0,0,91,87,73,36,32,319,熟,熟,极,极,精,初,1,1430,男,138,築城,77-築城,军事设施建设的耐久上昇量增为２倍,,,,,,,210,190,289
300,朱能,士弘,朱元璋,朱元璋,建业,建业,一般,120,2000,78,84,53,60,72,347,精,精,精,熟,熟,熟,1,2038,男,93,护卫,52-护卫,同部队的武将不会战死、负伤,,,,,,,150,130,229
301,苻洪,广世,苻洪,苻洪,武威,武威,君主,120,2000,70,85,60,47,67,329,熟,初,精,精,熟,初,1,1431,男,130,特技255,,,,,,,,,150,130,229
302,苻健,建业,苻洪,苻洪,武威,武威,一般,120,2000,69,77,67,74,73,360,精,熟,精,熟,初,初,1,1432,男,130,特技255,,,,,,,,,165,145,244
303,苻雄,元才,苻洪,苻洪,武威,武威,一般,120,2000,74,71,80,84,80,389,熟,精,精,精,精,初,1,1433,男,130,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,165,146,244
304,苻坚,永固,苻洪,苻洪,武威,武威,一般,120,2000,67,70,77,77,114,405,熟,熟,熟,精,精,初,0,1434,男,130,仁政,96-仁政,所属相同的武将之每个月的忠诚不会下降,,,,,,,180,161,259
305,苻融,博休,苻洪,苻洪,武威,武威,一般,120,2000,61,79,75,85,83,383,熟,初,熟,熟,熟,初,1,2070,男,130,法治,140-法治,所在城治安不会下降,,,,,,,180,162,259
306,王猛,景略,苻洪,苻洪,武威,武威,一般,120,2000,94,49,106,106,69,424,极,精,极,精,极,初,0,1436,男,129,特技150,,,,,,,,,150,130,229
307,张蚝,,,,武威,武威,未发现,0,0,70,95,41,47,54,307,熟,熟,熟,精,初,初,1,1441,男,134,陷阵,133-陷阵,能对敌方施展的战法予以强势的反击,,,,,,,150,130,229
308,邓羌,,,,武威,武威,未发现,0,0,76,92,62,52,47,329,极,熟,熟,精,熟,初,1,1442,男,133,枪将,34-枪将,对武力比自己低的敌方部队施展枪兵战法成功时会心一击,,,,,,,150,130,229
309,吕婆楼,,苻洪,苻洪,武威,武威,一般,120,2000,59,64,81,79,62,345,初,初,熟,熟,初,初,1,1437,男,132,特技255,,,,,,,,,150,130,229
310,郑和,,朱元璋,朱元璋,建业,建业,一般,120,2000,74,54,72,79,79,358,熟,熟,熟,初,精,极,3,1734,男,148,推进,4-推进,於水上时不考虑ＺＯＣ,,,,,,,150,130,229
311,梁平老,,苻洪,苻洪,武威,武威,一般,120,2000,66,65,75,74,68,348,精,初,精,熟,初,初,1,1438,男,131,特技255,,,,,,,,,150,130,229
312,吕光,世明,苻洪,苻洪,武威,武威,一般,120,2000,78,87,58,53,56,332,精,精,熟,极,精,初,2,1439,男,132,长驱,3-长驱,增加骑兵部队的移动力,,,,,,,165,145,244
313,苻登,文高,苻洪,苻洪,武威,武威,一般,120,2000,72,81,66,33,42,294,精,精,熟,精,初,初,2,1440,男,131,乱战,15-乱战,於森林中攻击时施展会心一击,,,,,,,210,190,289
314,李特,玄休,李特,李特,梓潼,梓潼,君主,120,2000,71,78,65,57,81,352,精,精,熟,初,熟,初,2,1443,男,85,米道,88-米道,每季的所属都市的兵粮收入增加为1.5倍,,,,,,,150,130,229
315,李流,玄通,李特,李特,梓潼,梓潼,一般,120,2000,67,87,57,46,51,308,精,精,精,熟,初,初,2,1444,男,85,踏破,6-踏破,无栈道通行的损害；减轻落石的损伤。,,,,,,,150,132,229
316,李雄,仲俊,李特,李特,梓潼,梓潼,一般,120,2000,62,68,71,77,73,351,熟,熟,熟,初,初,熟,2,2004,男,85,特技255,,,,,,,,,165,145,244
317,李骧,元龙,李特,李特,梓潼,梓潼,一般,120,2000,72,72,58,65,49,316,精,熟,熟,精,熟,初,2,1447,男,85,特技255,,,,,,,,,150,133,229
318,范长生,,,,梓潼,梓潼,未发现,0,0,52,40,81,80,88,341,初,初,熟,初,熟,初,3,1448,男,82,风水,97-风水,所属都市不容易出现蝗灾、瘟疫,,,,,,,150,130,229
319,刘裕,德舆,刘裕,刘裕,柴桑,柴桑,君主,120,2000,100,90,75,68,85,418,极,极,精,熟,极,圣,0,1449,男,65,神将,40-神将,对武力比自己低的敌方部队施展一般攻击及战法成功时会心一击,,,,,,,240,220,319
320,刘穆之,道和,刘裕,刘裕,柴桑,柴桑,一般,120,2000,39,46,91,94,75,345,初,初,初,初,初,熟,1,1450,男,65,后勤,141-后勤,所属据点的军队耗费军粮由据点供给一半,,,,,,,240,220,319
321,谢晦,宣明,刘裕,刘裕,柴桑,柴桑,一般,120,2000,57,29,87,77,59,309,初,熟,初,初,初,熟,3,1451,男,52,运筹,144-运筹,如果使用计策成功，则有機率可再行动一次,,,,,,,195,175,274
322,檀道济,,刘裕,刘裕,柴桑,柴桑,一般,120,2000,89,82,83,50,65,369,精,极,熟,熟,极,精,0,1452,男,62,沉著,73-沉著,可防止遭受部队计略「擾乱」,,,,,,,150,130,229
323,到彦之,道豫,刘裕,刘裕,柴桑,柴桑,一般,120,2000,70,77,49,62,56,314,熟,精,熟,初,熟,精,1,1453,男,64,操舵,5-操舵,增加水上的移动力,,,,,,,150,130,229
324,王镇恶,,刘裕,刘裕,柴桑,柴桑,一般,120,2000,88,60,78,59,51,336,极,精,熟,熟,精,极,0,1454,男,61,强袭,14-强袭,於水上攻击时，有50％的機率不会受到损伤,,,,,,,180,160,259
325,沈田子,敬光,刘裕,刘裕,柴桑,柴桑,一般,120,2000,79,75,59,45,45,303,极,精,熟,熟,初,精,0,1455,男,68,突袭,13-突袭,於陆上攻击时，有50％的機率不会受到损伤,,,,,,,150,130,229
326,朱龄石,伯兒,刘裕,刘裕,柴桑,柴桑,一般,120,2000,77,81,63,62,57,340,精,极,精,初,熟,精,0,1456,男,65,踏破,6-踏破,无栈道通行的损害；减轻落石的损伤。,,,,,,,150,130,229
327,朱超石,,刘裕,刘裕,柴桑,柴桑,一般,120,2000,70,82,68,62,58,340,熟,熟,极,精,初,熟,0,1457,男,65,神臂,129-神臂,使弩兵的射程增加１区格,,,,,,,150,131,229
328,谢灵运,,刘裕,刘裕,柴桑,柴桑,一般,120,2000,17,14,82,68,54,235,初,初,初,初,初,初,3,1458,男,34,诗想,76-诗想,军乐台的回復气力效果增为２倍,,,,,,,195,175,274
329,王玄谟,彦德,,,柴桑,柴桑,未发现,0,0,61,45,70,81,63,320,熟,熟,熟,初,初,精,0,1459,男,63,清谈,147-清谈,登用无归属武将失败时进入舌战,,,,,,,150,130,229
330,沈庆之,弘先,刘裕,刘裕,柴桑,柴桑,一般,120,2000,82,79,60,44,68,333,精,精,熟,初,精,极,1,1460,男,66,扫荡,9-扫荡,被攻击的敌方部队气力减少（小）,,,,,,,150,130,229
331,柳元景,孝仁,刘裕,刘裕,柴桑,柴桑,一般,120,2000,81,80,61,47,71,340,精,精,精,精,熟,精,0,1461,男,66,搬运,7-搬运,增加输送部队的移动力,,,,,,,150,130,229
332,薛安都,休达,,,柴桑,柴桑,未发现,0,0,75,97,36,15,50,273,精,熟,极,极,初,熟,1,1462,男,32,特技152,,,,,,,,,150,130,229
333,蔡兴宗,兴宗,刘裕,刘裕,柴桑,柴桑,一般,120,2000,34,23,82,78,83,300,初,初,初,初,初,初,3,1463,男,67,规律,72-规律,可防止遭受部队计略「伪报」,,,,,,,150,130,229
334,臧质,含文,,,柴桑,柴桑,未发现,0,0,73,81,57,49,46,306,熟,精,精,初,熟,精,1,1464,男,69,坚城,131-坚城,城防和士兵所受伤害减半,,,,,,,150,130,229
335,鲁爽,,,,柴桑,柴桑,未发现,0,0,68,89,40,24,25,246,熟,熟,精,精,初,熟,1,1465,男,61,猛者,51-猛者,以战法让敌方部队移动区格时，有50％的機率可让敌将负伤,,,,,,,150,130,229
336,周奉叔,,,,江夏,江夏,未发现,0,0,60,90,40,25,30,245,熟,初,熟,精,初,熟,1,1200,男,86,陷阵,133-陷阵,能对敌方施展的战法予以强势的反击,,,,,,,165,145,244
337,沈攸之,仲达,刘裕,刘裕,柴桑,柴桑,一般,120,2000,71,82,65,70,43,331,初,精,熟,初,初,极,1,1466,男,67,推进,4-推进,於水上时不考虑ＺＯＣ,,,,,,,165,145,244
338,曹彰,子文,曹操,曹操,许昌,许昌,一般,120,2000,72,86,50,35,62,305,初,熟,熟,极,初,初,0,21,男,25,昂扬,11-昂扬,打倒敌方部队就可回復气力,,,,,,,165,147,244
339,曹植,子建,曹操,曹操,许昌,许昌,一般,120,2000,28,32,82,68,68,278,初,初,初,初,初,初,3,48,男,25,诗想,76-诗想,军乐台的回復气力效果增为２倍,,,,,,,165,146,244
340,萧道成,绍伯,萧道成,萧道成,江夏,江夏,君主,120,2000,73,68,81,79,78,379,熟,熟,精,初,精,精,1,1467,男,85,沉著,73-沉著,可防止遭受部队计略「擾乱」,,,,,,,195,175,274
341,曹仁,子孝,曹操,曹操,许昌,许昌,一般,120,2000,81,90,52,56,63,342,精,极,初,精,初,初,0,24,男,25,铁壁,29-铁壁,就算被一齐攻击，也会视之为一般攻击,,,,,,,150,130,229
342,王俭,仲宝,萧道成,萧道成,江夏,江夏,一般,120,2000,27,17,83,88,81,296,初,初,初,初,初,初,1,1468,男,88,眼力,85-眼力,若有未发现的在野人士时执行人材探索的话，必定会发现,,,,,,,210,190,289
343,李渊,叔德,李渊,李渊,洛阳,洛阳,君主,120,2000,75,80,74,67,83,379,精,熟,精,精,熟,熟,0,1722,男,45,射手,50-射手,可於森林使用弩兵战法,,,,,,,210,190,289
344,周盘龙,,,,江夏,江夏,未发现,0,0,64,91,38,34,40,267,初,熟,熟,精,初,熟,1,1446,男,86,血路,33-血路,就算部队溃灭，同部队的武将也不会被俘虏,,,,,,,150,130,229
345,垣崇祖,敬远,萧道成,萧道成,江夏,江夏,一般,120,2000,80,81,75,42,52,330,精,精,熟,初,初,极,2,1470,男,84,铁壁,29-铁壁,就算被一齐攻击，也会视之为一般攻击,,,,,,,150,130,229
346,柳世隆,彦绪,萧道成,萧道成,江夏,江夏,一般,120,2000,71,73,67,61,69,341,精,熟,精,初,熟,精,1,1471,男,84,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,165,145,244
347,曹丕,子桓,曹操,曹操,许昌,许昌,一般,120,2000,63,74,77,80,66,360,熟,熟,熟,熟,初,熟,0,61,男,25,精妙,20-精妙,击破敌方部队时所获得的技巧点数增为２倍,,,,,,,253,145,244
348,陈霸先,兴国,陈霸先,陈霸先,零陵,零陵,君主,120,2000,89,77,76,67,80,389,极,精,精,熟,精,极,1,1489,男,115,驱逐,23-驱逐,对武力比自己低的敌方部队施展一般攻击时会成为会心一击,,,,,,,150,130,229
349,萧摩诃,元胤,陈霸先,陈霸先,零陵,零陵,一般,120,2000,69,106,40,40,57,312,熟,精,熟,精,初,精,1,1494,男,118,猛者,51-猛者,以战法让敌方部队移动区格时，有50％的機率可让敌将负伤,,,,,,,150,130,229
350,陈显达,,萧道成,萧道成,江夏,江夏,一般,120,2000,79,79,69,54,50,331,熟,精,极,熟,熟,精,1,1472,男,88,特技255,,,,,,,,,150,130,229
351,裴叔业,,萧道成,萧道成,江夏,江夏,一般,120,2000,76,76,53,40,44,289,精,初,熟,初,极,精,2,1473,男,89,特技255,,,,,,,,,150,130,229
352,崔慧景,君山,萧道成,萧道成,江夏,江夏,一般,120,2000,74,76,60,49,48,307,熟,熟,熟,精,熟,精,1,1474,男,88,特技255,,,,,,,,,150,130,229
353,萧衍,叔达,萧衍,萧衍,襄阳,襄阳,君主,120,2000,75,70,88,81,90,404,熟,熟,熟,熟,精,极,1,1475,男,80,祈願,98-祈願,所属都市容易出现豐收,,,,,,,210,190,289
354,李唐宾,,朱温,朱温,陈留,陈留,一般,120,2000,77,87,50,32,48,294,熟,熟,熟,精,初,熟,1,1476,男,125,乱战,15-乱战,於森林中攻击时施展会心一击,,,,,,,150,130,229
355,张全义,国维,朱温,朱温,陈留,陈留,一般,120,2000,60,70,58,78,66,332,熟,初,熟,熟,初,熟,3,1477,男,134,米道,88-米道,每季的所属都市的兵粮收入增加为1.5倍,,,,,,,150,130,229
356,范雲,彦龙,萧衍,萧衍,襄阳,襄阳,一般,120,2000,32,34,76,80,77,299,初,初,初,初,初,初,1,1478,男,81,特技255,,,,,,,,,150,130,229
357,沈约,休文,萧衍,萧衍,襄阳,襄阳,一般,120,2000,40,28,77,71,64,280,初,初,初,初,初,初,1,1479,男,81,特技255,,,,,,,,,180,160,259
358,韦睿,怀文,萧衍,萧衍,襄阳,襄阳,一般,120,2000,96,20,92,76,87,371,精,极,精,初,神,极,0,1480,男,79,火攻,53-火攻,对智力比自己低的敌方部队施展部队计略「火计」时必定会成功,,,,,,,150,130,229
359,陈庆之,子雲,萧衍,萧衍,襄阳,襄阳,一般,120,2000,91,37,82,64,66,340,极,精,熟,精,极,精,0,1481,男,77,游侠,126-游侠,对兵力远多于己方的敌方部队施展战法成功时会心一击,,,,,,,150,130,229
360,裴邃,渊明,萧衍,萧衍,襄阳,襄阳,一般,120,2000,88,69,80,78,82,397,精,精,精,熟,精,极,1,1482,男,77,强袭,14-强袭,於水上攻击时，有50％的機率不会受到损伤,,,,,,,150,130,229
361,昌义之,,萧衍,萧衍,襄阳,襄阳,一般,120,2000,78,78,56,55,71,338,精,精,极,初,熟,精,2,1483,男,78,坚城,131-坚城,城防和士兵所受伤害减半,,,,,,,150,130,229
362,曹景宗,子震,萧衍,萧衍,襄阳,襄阳,一般,120,2000,76,84,55,31,38,284,极,熟,精,精,初,精,1,1484,男,78,掠夺,21-掠夺,击破敌方部队时，有機会夺取敌将的道具,,,,,,,150,130,229
363,兰钦,休明,,,襄阳,襄阳,未发现,0,0,83,76,60,72,72,363,极,精,熟,精,熟,熟,1,1485,男,78,踏破,6-踏破,无栈道通行的损害；减轻落石的损伤。,,,,,,,150,130,229
364,羊侃,祖忻,,,襄阳,襄阳,未发现,0,0,77,88,68,58,58,349,熟,精,精,熟,精,初,1,1486,男,76,狙击,128-狙击,施展射击战法时，使敌将负伤機率增加,,,,,,,150,130,229
365,朱元璋,国瑞,朱元璋,朱元璋,建业,建业,君主,120,2000,94,71,94,93,72,424,精,极,精,熟,精,极,0,1391,男,90,威压,95-威压,所属都市的领内不容易出现盗贼或異族的根据地,,,,,,,150,130,229
366,王僧辩,君才,,,襄阳,襄阳,未发现,0,0,85,73,68,41,46,313,熟,精,极,熟,精,极,1,1487,男,77,扫荡,9-扫荡,被攻击的敌方部队气力减少（小）,,,,,,,150,130,229
367,孙权,仲谋,孙坚,孙坚,长沙,长沙,一般,120,2000,59,82,81,84,87,393,熟,熟,初,初,初,精,1,64,男,125,指导,84-指导,研究技巧时的费用减半,,,,,,,240,221,319
368,王琳,子珩,,,襄阳,襄阳,未发现,0,0,77,75,50,35,92,329,精,精,精,初,熟,精,0,1488,男,76,不屈,27-不屈,若在部队的士兵不多时被攻击，有50％的機率不会受到损伤,,,,,,,150,130,229
369,侯安都,成师,陈霸先,陈霸先,零陵,零陵,一般,120,2000,77,86,71,36,36,306,精,精,初,精,熟,极,2,1490,男,116,突袭,13-突袭,於陆上攻击时，有50％的機率不会受到损伤,,,,,,,150,130,229
370,孙策,伯符,孙坚,孙坚,长沙,长沙,一般,120,2000,86,89,66,63,91,395,极,精,熟,精,熟,极,0,478,男,125,连击,12-连击,施展一般攻击时，有50％的機率可连续攻击２次,,,,,,,240,220,319
371,方孝孺,希直,朱元璋,朱元璋,建业,建业,一般,120,2000,35,35,71,77,88,306,初,初,初,初,初,初,3,1733,男,85,不屈,27-不屈,若在部队的士兵不多时被攻击，有50％的機率不会受到损伤,,,,,,,150,130,229
372,杜僧明,弘照,陈霸先,陈霸先,零陵,零陵,一般,120,2000,70,84,43,33,40,270,精,精,熟,初,初,精,2,1491,男,117,推进,4-推进,於水上时不考虑ＺＯＣ,,,,,,,150,130,229
373,周文育,景德,陈霸先,陈霸先,零陵,零陵,一般,120,2000,73,89,34,27,47,270,精,精,熟,初,初,极,2,1492,男,117,操舵,5-操舵,增加水上的移动力,,,,,,,150,130,229
374,吴明彻,通昭,陈霸先,陈霸先,零陵,零陵,一般,120,2000,76,72,64,52,59,323,熟,熟,精,熟,初,极,1,1493,男,114,强袭,14-强袭,於水上攻击时，有50％的機率不会受到损伤,,,,,,,150,130,229
375,杨士奇,,朱元璋,朱元璋,建业,建业,一般,120,2000,38,43,77,91,92,341,初,初,初,初,初,初,3,1735,男,88,亲越,93-亲越,所属都市的领内不会出现異族「山越」的根据地,,,,,,,150,130,229
376,邓艾,士载,,,许昌,许昌,未发现,0,0,88,79,85,71,65,388,精,极,精,精,极,熟,0,126,男,26,强行,2-强行,增加兵器、输送部队以外的陆上部队之移动力,,,,,,,150,130,229
377,拓跋焘,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,97,84,76,76,69,402,极,精,精,神,熟,初,0,1496,男,145,疾驰,49-疾驰,对攻击力比自部队低的敌方部队施展骑兵战法成功时，必使其陷入混乱,,,,,,,195,175,274
378,拓跋宏,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,70,53,81,96,87,387,熟,熟,熟,精,熟,初,0,1497,男,145,变法,139-变法,每旬行动力恢复量增加，穀仓和造币厂作用提升为２倍,,,,,,,255,235,334
379,元英,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,80,74,63,48,58,323,精,精,精,精,熟,初,0,1600,男,145,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,240,220,319
380,元勰,彦和,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,63,49,74,77,82,345,初,熟,熟,熟,熟,熟,3,1499,男,145,诗想,76-诗想,军乐台的回復气力效果增为２倍,,,,,,,255,236,334
381,元澄,道镇,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,66,55,78,86,81,366,熟,熟,初,精,熟,熟,1,1498,男,145,搬运,7-搬运,增加输送部队的移动力,,,,,,,240,220,319
382,长孙嵩,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,54,64,72,84,64,338,初,初,初,熟,熟,初,3,1601,男,144,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,150,130,229
383,长孙道生,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,69,59,70,75,71,344,初,初,熟,精,精,初,2,1602,男,144,循史,137-循史,增加建设内政设施的速度,,,,,,,165,145,244
384,于栗磾,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,75,88,60,63,67,353,精,熟,熟,精,熟,熟,1,1603,男,143,枪将,34-枪将,对武力比自己低的敌方部队施展枪兵战法成功时会心一击,,,,,,,150,130,229
